source_name_abbr,CHEMICAL,reported_chemical_name,reported_casrn,X,substanceid,withoutparenthetical,parenthetical
usgs,1,Tannin and Lignin,,NA,NA,Tannin and Lignin,
usgs,1,Gemfibrozil-D6,,NA,NA,Gemfibrozil-D6,
usgs,1,Phenobarbital-D5,,NA,NA,Phenobarbital-D5,creatinine corrected
usgs,1,Sulfamethoxazole-13C6,,NA,NA,Sulfamethoxazole-13C6,
usgs,1,Neodymium-147,,NA,NA,Neodymium-147,TSP
usgs,1,Molybdenum-99,,NA,NA,Molybdenum-99,
usgs,1,Zirconium-95,,NA,NA,Zirconium-95,
usgs,,Inhibited biochemical oxygen demand,,NA,NA,Inhibited biochemical oxygen demand,
usgs,1,BDE-180,,NA,NA,BDE-180,
usgs,1,"2,3-Dimethylnaphthalene",,NA,NA,"2,3-Dimethylnaphthalene",
usgs,1,2-Isobutyl-3-methoxypyraxine,,NA,NA,2-Isobutyl-3-methoxypyraxine,
usgs,1,2-Isopropyl-3-methoxypyrazine,,NA,NA,2-Isopropyl-3-methoxypyrazine,
usgs,1,"2,4,6-Trichloroanisole",,NA,NA,"2,4,6-Trichloroanisole",
usgs,1,Anatoxin-A,,NA,NA,Anatoxin-A,
usgs,,"Coliform/Streptococcus ratio, fecal",,NA,NA,"Coliform/Streptococcus ratio, fecal",
usgs,1,Chlorotrifluoroethylene,,NA,NA,Chlorotrifluoroethylene,
usgs,1,Nitrate-Nitrogen,,NA,NA,Nitrate-Nitrogen,TSP
usgs,,Specific conductivity,,NA,NA,Specific conductivity,
usgs,,Phytoplankton productivity,,NA,NA,Phytoplankton productivity,creatinine corrected
usgs,1,Salicylic acid,,NA,NA,Salicylic acid,
usgs,1,Nitrate-N,,NA,NA,Nitrate-N,TSP
usgs,1,"1,1-Dichloropropane",,NA,NA,"1,1-Dichloropropane",cyclopropylcarbonylmethylsulfonyltrifluoromethyl
usgs,1,Ammonium-Nitrogen,,NA,NA,Ammonium-Nitrogen,
usgs,1,Ortho-Phosphate-Phosphorus,,NA,NA,Ortho-Phosphate-Phosphorus,e
usgs,1,Prazepam,,NA,NA,Prazepam,DMDTPcreatinine corrected
usgs,1,Fipronil Desulfinyl,,NA,NA,Fipronil Desulfinyl,
usgs,1,"4-Bromo-3,5-dimethylphenyl N-Methylcarbamate",,NA,NA,"4-Bromo-3,5-dimethylphenyl N-Methylcarbamate",
usgs,1,Dichlofenthion,,NA,NA,Dichlofenthion,
usgs,1,"2,3',4,4',6-PEBDE***retired***use BDE-119",,NA,NA,"2,3',4,4',6-PEBDE***retired***use BDE-119",
usgs,1,Diphenylsulfone,,NA,NA,Diphenylsulfone,
usgs,1,PBDE 197/204,,NA,NA,PBDE 197/204,microgram per ml
usgs,1,PCB-89/90/101,,NA,NA,PCB-89/90/101,
usgs,1,PCB-106/118,,NA,NA,PCB-106/118,
usgs,,Simultaneously extracted metals,,NA,NA,Simultaneously extracted metals,
usgs,1,Deisoatrazine,,NA,NA,Deisoatrazine,
usgs,1,Deethylatrazine,,NA,NA,Deethylatrazine,
usgs,,Coliforms,,NA,NA,Coliforms,
usgs,1,Nitrite-N,,NA,NA,Nitrite-N,TSP
usgs,,Secchi depth,,NA,NA,Secchi depth,PFOA
usgs,,Dissolved solids,,NA,NA,Dissolved solids,
usgs,,Filterable suspended solids,,NA,NA,Filterable suspended solids,choice list
usgs,1,BDE-85/155,,NA,NA,BDE-85/155,
usgs,,Simultaneously extracted metals/acid volatile sulfides,,NA,NA,Simultaneously extracted metals/acid volatile sulfides,
usgs,1,Phosphamidon,,NA,NA,Phosphamidon,creatinine corrected
usgs,1,"Organics volatile mix, unspecified",,NA,NA,"Organics volatile mix, unspecified",
usgs,,Diatoms,,NA,NA,Diatoms,
usgs,,Phytoplankton,,NA,NA,Phytoplankton,creatinine corrected
usgs,1,PCB-132/168,,NA,NA,PCB-132/168,
usgs,,"Substrate - gravel, fine",,NA,NA,"Substrate - gravel, fine",
usgs,1,"1,1,1-trichloropentane",,NA,NA,"1,1,1-trichloropentane",
usgs,1,Iopromide,,NA,NA,Iopromide,
usgs,1,Chlorfenson,,NA,NA,Chlorfenson,
usgs,1,Cypermethrin***retired***use Beta Cypermethrin,,NA,NA,Cypermethrin***retired***use Beta Cypermethrin,
usgs,1,Famphur,,NA,NA,Famphur,
usgs,,Biomass/chlorophyll ratio,,NA,NA,Biomass/chlorophyll ratio,
usgs,1,D9 (+/-)11-nor-9-carboxy-delta-THC,,NA,NA,D9 11-nor-9-carboxy-delta-THC,
usgs,1,Leptophos,,NA,NA,Leptophos,
usgs,1,4-Nitrobiphenyl,,NA,NA,4-Nitrobiphenyl,
usgs,1,4-Hydroxy-4-methyl-2-pentanone,,NA,NA,4-Hydroxy-4-methyl-2-pentanone,
usgs,1,Neptunium-239,,NA,NA,Neptunium-239,TSP
usgs,1,Quinclorac,,NA,NA,Quinclorac,creatinine corrected
usgs,1,Propylene,,NA,NA,Propylene,MiBPcreatinine corrected
usgs,1,Sucralose,,NA,NA,Sucralose,
usgs,1,Dioxathion,,NA,NA,Dioxathion,
usgs,1,Swep,,NA,NA,Swep,
usgs,,Brillouin Taxonomic Diversity Index,,NA,NA,Brillouin Taxonomic Diversity Index,
usgs,1,PCB-37/42/59,,NA,NA,PCB-37/42/59,beta
usgs,1,PCB-84/92,,NA,NA,PCB-84/92,
usgs,1,Profluralin,,NA,NA,Profluralin,creatinine corrected
usgs,,Particle distribution,,NA,NA,Particle distribution,CB28 CB52 CB101 CB138 CB153 CB180
usgs,1,Alprazolam-D5,,NA,NA,Alprazolam-D5,
usgs,1,Atenolol-D7,,NA,NA,Atenolol-D7,1-phenylcyclohexyl
usgs,1,Benzoylecgonine-D3,,NA,NA,Benzoylecgonine-D3,
usgs,1,Cocaethylene-D3,,NA,NA,Cocaethylene-D3,
usgs,1,Cocaine-D3,,NA,NA,Cocaine-D3,
usgs,1,Diazepam-D5,,NA,NA,Diazepam-D5,
usgs,1,Diphenhydramine-D3,,NA,NA,Diphenhydramine-D3,
usgs,1,DL-Amphetamine-D5,,NA,NA,DL-Amphetamine-D5,
usgs,1,Ecgonine Methyl Ester-D3,,NA,NA,Ecgonine Methyl Ester-D3,
usgs,1,Fluoxetine-D6,,NA,NA,Fluoxetine-D6,choice list
usgs,1,Hydrocodone-D6,,NA,NA,Hydrocodone-D6,
usgs,1,Norfluoxetine-D6,,NA,NA,Norfluoxetine-D6,
usgs,1,Azinphos-ethyl,,NA,NA,Azinphos-ethyl,
usgs,1,Crotoxyphos,,NA,NA,Crotoxyphos,
usgs,1,Dimethyl sulfide,,NA,NA,Dimethyl sulfide,sodium salt
usgs,,Growth,,NA,NA,Growth,>=6.3 to 20 um
usgs,,Reproduction,,NA,NA,Reproduction,"2,4-D"
usgs,1,1-Chloronaphthalene,,NA,NA,1-Chloronaphthalene,choice list
usgs,1,Trichloroethane,,NA,NA,Trichloroethane,"4,6-dimethoxy-2-pyrimidinyl"
usgs,,"Substrate - gravel, medium",,NA,NA,"Substrate - gravel, medium","1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl"
usgs,,Odor threshold number,,NA,NA,Odor threshold number,
usgs,,"Bacteria,Sulfate reducing",,NA,NA,"Bacteria,Sulfate reducing",
usgs,1,Jasmolin II,,NA,NA,Jasmolin II,
usgs,1,5-Nitroacenaphthene,,NA,NA,5-Nitroacenaphthene,
usgs,1,Ethyl acetate,,NA,NA,Ethyl acetate,
usgs,1,Ethylene glycol diethyl ether,,NA,NA,Ethylene glycol diethyl ether,
usgs,1,n-Amyl acetate,,NA,NA,n-Amyl acetate,TSP
usgs,1,"2,2',3,3',4,4',5,5',6-NOBDE***retired***use Nonabromophenoxybenzene",,NA,NA,"2,2',3,3',4,4',5,5',6-NOBDE***retired***use Nonabromophenoxybenzene",choice list
usgs,1,Anatoxin,,NA,NA,Anatoxin,
usgs,1,Isopropyl acetate,,NA,NA,Isopropyl acetate,
usgs,1,n-Butyl acetate,,NA,NA,n-Butyl acetate,TSP
usgs,1,Microcystin YR,,NA,NA,Microcystin YR,
usgs,1,"4,4'-Dibromodiphenyl ether***retired***use p,p'-Dibromodiphenyl ether",,NA,NA,"4,4'-Dibromodiphenyl ether***retired***use p,p'-Dibromodiphenyl ether",
usgs,1,Apatite inorganic phosphorus,,NA,NA,Apatite inorganic phosphorus,
usgs,,Exchangeable phosphorus,,NA,NA,Exchangeable phosphorus,
usgs,,Non-apatite inorganic phosphorus,,NA,NA,Non-apatite inorganic phosphorus,TSP
usgs,1,Periphyton,,NA,NA,Periphyton,BHC
usgs,,"Radioactivity, gross",,NA,NA,"Radioactivity, gross",2-Naphtholcreatinine corrected
usgs,1,Strontium-89,,NA,NA,Strontium-89,
usgs,1,"Petroleum hydrocarbons, total extractable",,NA,NA,"Petroleum hydrocarbons, total extractable",
usgs,1,Aroclor 1242 mixt. with Aroclor 1248 and Aroclor 1254,,NA,NA,Aroclor 1242 mixt. with Aroclor 1248 and Aroclor 1254,
usgs,,"Secchi, Horizontal Distance",,NA,NA,"Secchi, Horizontal Distance",
usgs,,"Specific UV Absorbance at 254 nm, corrected for Fe",,NA,NA,"Specific UV Absorbance at 254 nm, corrected for Fe",
usgs,,UV Absorbance at 440 nm,,NA,NA,UV Absorbance at 440 nm,HxCDF
usgs,1,Tributlytin,,NA,NA,Tributlytin," 4,6-dimetil-2-pirimidinil"
usgs,1,Aroclor 1242 mixt. with Aroclor 1254,,NA,NA,Aroclor 1242 mixt. with Aroclor 1254,
usgs,1,"Dibenz[a,j]acridine",,NA,NA,"Dibenz[a,j]acridine",
usgs,,Enterobacter***retired***use Enterobacter (Monera),,NA,NA,Enterobacter***retired***use Enterobacter ,
usgs,,Water Odor (choice list),,NA,NA,Water Odor ,"2,2-dicloroetilideno"
usgs,1,6-Acetylmorphine,,NA,NA,6-Acetylmorphine,Y/Nchoice list
usgs,1,Atorvastatin,,NA,NA,Atorvastatin,
usgs,1,"Carbamazepine 10,11 epoxide",,NA,NA,"Carbamazepine 10,11 epoxide",
usgs,1,Clopidogrel carboxylic acid,,NA,NA,Clopidogrel carboxylic acid,
usgs,1,Desmethylcitalopram,,NA,NA,Desmethylcitalopram,
usgs,1,Desmethylvenlafaxine,,NA,NA,Desmethylvenlafaxine,
usgs,1,Dihydromorphine,,NA,NA,Dihydromorphine,
usgs,1,Disopyramide,,NA,NA,Disopyramide,
usgs,1,Donepezil,,NA,NA,Donepezil,
usgs,1,Duloxetine,,NA,NA,Duloxetine,
usgs,1,Fluticasone propionate,,NA,NA,Fluticasone propionate,
usgs,1,Hydroxybupropion,,NA,NA,Hydroxybupropion,
usgs,1,Ketoprofen,,NA,NA,Ketoprofen,
usgs,1,Lamotrigine,,NA,NA,Lamotrigine,
usgs,1,Lorazepam glucuronide,,NA,NA,Lorazepam glucuronide,
usgs,1,Mefenamic acid,,NA,NA,Mefenamic acid,
usgs,1,Mefenamic acid 3-hydroxy methyl,,NA,NA,Mefenamic acid 3-hydroxy methyl,
usgs,1,Methotrexate,,NA,NA,Methotrexate,
usgs,1,Monoethylglycinexylidide,,NA,NA,Monoethylglycinexylidide,
usgs,1,Montelukast,,NA,NA,Montelukast,
usgs,1,Normeperidine,,NA,NA,Normeperidine,
usgs,1,Norquetiapine,,NA,NA,Norquetiapine,
usgs,1,Oxymorphone glucuronide,,NA,NA,Oxymorphone glucuronide,MUNIT pmol resorufin/mg-protein/min substrate: 7-ethoxyresorufin
usgs,1,Pregabalin,,NA,NA,Pregabalin,Vcreatinine corrected
usgs,1,Theobromine,,NA,NA,Theobromine,
usgs,1,Zolpidem,,NA,NA,Zolpidem,"b,j,k"
usgs,1,Zolpidem phenyl-4-carboxylic acid,,NA,NA,Zolpidem phenyl-4-carboxylic acid,
usgs,,Ion Balance Difference,,NA,NA,Ion Balance Difference,
usgs,1,"Surfactants, anionic",,NA,NA,"Surfactants, anionic",
usgs,,Asbestos,,NA,NA,Asbestos,
usgs,1,Guaiacol,,NA,NA,Guaiacol,
usgs,1,2-Butanol,,NA,NA,2-Butanol,
usgs,,Zooplankton,,NA,NA,Zooplankton,"3,4-dichlorophenyl"
usgs,,"RBP2, Stream Character, Stream Subsystem (choice list)",,NA,NA,"RBP2, Stream Character, Stream Subsystem ",MBzP
usgs,,"RBP2, Stream Character, Stream Type (choice list)",,NA,NA,"RBP2, Stream Character, Stream Type ",2-ethyl-5-hydroxyhexylMEHHP
usgs,,"Temperature, wet bulb",,NA,NA,"Temperature, wet bulb","1,2/9,3,4"
usgs,1,"Hornblende amphibole***retired***use 2,5,2',5'-Tetrachlorobiphenyl",,NA,NA,"Hornblende amphibole***retired***use 2,5,2',5'-Tetrachlorobiphenyl",SPECIFIC ULTRAVIOLET ABSORBANCE
usgs,,"Particle size, Sieve No. 120, 115 mesh, (0.125mm)",,NA,NA,"Particle size, Sieve No. 120, 115 mesh, ",CB37
usgs,,"Particle size, Sieve No. 35, 32 Mesh, (0.425mm)",,NA,NA,"Particle size, Sieve No. 35, 32 Mesh, ",
usgs,1,Fertilization,,NA,NA,Fertilization,
usgs,,"Biomass, benthic",,NA,NA,"Biomass, benthic",
usgs,1,Radium-226/228,,NA,NA,Radium-226/228,MeA-a-Ccreatinine corrected
usgs,1,2-Methylfluoranthene,,NA,NA,2-Methylfluoranthene,
usgs,1,Desmethylnorflurazon,,NA,NA,Desmethylnorflurazon,
usgs,1,Carbendazim,,NA,NA,Carbendazim,
usgs,1,Oxydemeton-methyl,,NA,NA,Oxydemeton-methyl,mmimposex
usgs,1,Pyroxasulfone,,NA,NA,Pyroxasulfone,creatinine corrected
usgs,1,Abacavir,,NA,NA,Abacavir,
usgs,1,Acyclovir,,NA,NA,Acyclovir,
usgs,1,Benztropine,,NA,NA,Benztropine,Aminomethyl
usgs,1,Ezetimibe,,NA,NA,Ezetimibe,
usgs,1,Fadrozole,,NA,NA,Fadrozole,
usgs,1,Fexofenadine,,NA,NA,Fexofenadine,RSAminomethyl phosphonic acid
usgs,1,"Hydroxy-amitriptyline, 10-",,NA,NA,"Hydroxy-amitriptyline, 10-",
usgs,1,Hydroxyzine,,NA,NA,Hydroxyzine,
usgs,1,Lamivudine,,NA,NA,Lamivudine,
usgs,1,Nordiazepam,,NA,NA,Nordiazepam,TSP
usgs,1,Norsertraline,,NA,NA,Norsertraline,
usgs,1,Oseltamivir,,NA,NA,Oseltamivir,
usgs,1,Penciclovir,,NA,NA,Penciclovir,
usgs,1,Phenazopyridine,,NA,NA,Phenazopyridine,creatinine corrected
usgs,1,Raloxifene,,NA,NA,Raloxifene,A-a-Ccreatinine corrected
usgs,1,Sitagliptin,,NA,NA,Sitagliptin,DEHP
usgs,1,Valacyclovir,,NA,NA,Valacyclovir,PCDF
usgs,1,Fluvoxamine,,NA,NA,Fluvoxamine,
usgs,1,Nevirapine,,NA,NA,Nevirapine,TSP
usgs,1,Nizatidine,,NA,NA,Nizatidine,TSP
usgs,1,Orlistat,,NA,NA,Orlistat,
usgs,1,Pseudoephedrine/Ephedrine mix,,NA,NA,Pseudoephedrine/Ephedrine mix,carboxyoctylMCOPcreatinine corrected
usgs,1,Quinine,,NA,NA,Quinine,creatinine corrected
usgs,1,Sulfamethizole,,NA,NA,Sulfamethizole,
usgs,1,Tiotropium,,NA,NA,Tiotropium,
usgs,1,Desmethyldiltiazem,,NA,NA,Desmethyldiltiazem,
usgs,1,Nadolol,,NA,NA,Nadolol,TSP
usgs,1,Nicotine,,NA,NA,Nicotine,TSP
usgs,1,Fenofibrate,,NA,NA,Fenofibrate,
usgs,1,Ketoconazole,,NA,NA,Ketoconazole,
usgs,1,Loperamide,,NA,NA,Loperamide,
usgs,1,Omeprazole/Esomeprazole mix,,NA,NA,Omeprazole/Esomeprazole mix,
usgs,1,Tamoxifen,,NA,NA,Tamoxifen,
usgs,1,Tolyl triazole,,NA,NA,Tolyl triazole,
usgs,1,Betamethasone,,NA,NA,Betamethasone,
usgs,,Biogenic Silica,,NA,NA,Biogenic Silica,
usgs,1,"1H-1,2,4-Triazole",,NA,NA,"1H-1,2,4-Triazole",choice list
usgs,1,"1H-Pyrazole-3-carboxamide, 5-amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-4-[(trifluoromethyl)sulfinyl]-",,NA,NA,"1H-Pyrazole-3-carboxamide, 5-amino-1-[2,6-dichloro-4-phenyl]-4-[sulfinyl]-",
usgs,1,2-(1-Hydroxyethyl)-6-methylaniline,,NA,NA,2--6-methylaniline,choice list
usgs,1,2-[(2-Ethyl-6-methylphenyl)amino]-1-propanol,,NA,NA,2-[amino]-1-propanol,
usgs,1,2-Amino-N-isopropylbenzamide,,NA,NA,2-Amino-N-isopropylbenzamide,
usgs,1,2-Aminobenzimidazole,,NA,NA,2-Aminobenzimidazole,
usgs,1,2-Isopropyl-6-methyl-4-pyrimidinol,,NA,NA,2-Isopropyl-6-methyl-4-pyrimidinol,
usgs,1,"2,3,3-Trichloro-2-propene-1-sulfonic acid (sodium salt)",,NA,NA,"2,3,3-Trichloro-2-propene-1-sulfonic acid ",
usgs,1,3-Phenoxybenzoic acid,,NA,NA,3-Phenoxybenzoic acid,
usgs,1,4-(Hydroxymethyl) pendimethalin,,NA,NA,4- pendimethalin,
usgs,1,4-Chlorobenzylmethyl sulfoxide,,NA,NA,4-Chlorobenzylmethyl sulfoxide,
usgs,1,4-Hydroxy molinate,,NA,NA,4-Hydroxy molinate,
usgs,1,Acephate,,NA,NA,Acephate,
usgs,,Asulam,,NA,NA,Asulam,
usgs,1,Carboxy molinate,,NA,NA,Carboxy molinate,
usgs,1,Chlorosulfonamide acid,,NA,NA,Chlorosulfonamide acid,
usgs,1,cis-Cyhalothric acid,,NA,NA,cis-Cyhalothric acid,
usgs,1,Dechlorofipronil,,NA,NA,Dechlorofipronil,
usgs,1,Deiodo flubendiamide,,NA,NA,Deiodo flubendiamide,
usgs,1,Deisopropyl prometryn,,NA,NA,Deisopropyl prometryn,
usgs,1,Didemethyl tebuthiuron,,NA,NA,Didemethyl tebuthiuron,
usgs,1,Diflubenzuron,,NA,NA,Diflubenzuron,
usgs,1,Diflufenzopyr,,NA,NA,Diflufenzopyr,
usgs,1,Dimethenamid sulfinylacetic acid,,NA,NA,Dimethenamid sulfinylacetic acid,2-Ethyl-6-methylphenyl
usgs,1,Disulfoton oxon sulfone,,NA,NA,Disulfoton oxon sulfone,
usgs,1,Disulfoton oxon sulfoxide,,NA,NA,Disulfoton oxon sulfoxide,
usgs,1,Etoxazole,,NA,NA,Etoxazole,
usgs,1,Fenbutatin-oxide,,NA,NA,Fenbutatin-oxide,
usgs,1,Fentin,,NA,NA,Fentin,
usgs,1,Fipronil sulfonate,,NA,NA,Fipronil sulfonate,
usgs,1,Hydroxy didemethyl fluometuron,,NA,NA,Hydroxy didemethyl fluometuron,
usgs,1,Hydroxy monodemethyl fluometuron,,NA,NA,Hydroxy monodemethyl fluometuron,
usgs,1,Hydroxydiazinon,,NA,NA,Hydroxydiazinon,
usgs,1,Hydroxyfluometuron,,NA,NA,Hydroxyfluometuron,
usgs,1,Hydroxyphthalazinone,,NA,NA,Hydroxyphthalazinone,Methylthio
usgs,1,Hydroxytebuthiuron,,NA,NA,Hydroxytebuthiuron,
usgs,1,Lactofen,,NA,NA,Lactofen,
usgs,1,Methomyl oxime,,NA,NA,Methomyl oxime,
usgs,1,Metolachlor hydroxy morpholinone,,NA,NA,Metolachlor hydroxy morpholinone,
usgs,1,O-Ethyl S-methyl S-propyl phosphorodithioate,,NA,NA,O-Ethyl S-methyl S-propyl phosphorodithioate,
usgs,1,O-Ethyl S-propyl phosphorothioate,,NA,NA,O-Ethyl S-propyl phosphorothioate,
usgs,1,Omethoate,,NA,NA,Omethoate,
usgs,1,Orthosulfamuron,,NA,NA,Orthosulfamuron,
usgs,1,Oxamyl oxime,,NA,NA,Oxamyl oxime,
usgs,1,Paraoxon,,NA,NA,Paraoxon,beta
usgs,1,Phorate oxon sulfoxide,,NA,NA,Phorate oxon sulfoxide,DPhPcreatinine corrected
usgs,1,Phorate oxygen analog sulfone,,NA,NA,Phorate oxygen analog sulfone,TBBAcreatinine corrected
usgs,1,Phorate sulfone,,NA,NA,Phorate sulfone,creatinine corrected
usgs,1,Phorate sulfoxide,,NA,NA,Phorate sulfoxide,creatinine corrected
usgs,1,Phthalazinone,,NA,NA,Phthalazinone,creatinine corrected
usgs,1,sec-Acetochlor oxanilic acid,,NA,NA,sec-Acetochlor oxanilic acid,
usgs,1,sec-Alachlor oxanilic acid,,NA,NA,sec-Alachlor oxanilic acid,
usgs,1,Sulfentrazone,,NA,NA,Sulfentrazone,
usgs,1,Sulfosulfuron,,NA,NA,Sulfosulfuron,S4-hydroxyphenyl
usgs,1,Sulfosulfuron ethyl sulfone,,NA,NA,Sulfosulfuron ethyl sulfone,DMP
usgs,1,Tebuthiuron TP 109 (OH),,NA,NA,Tebuthiuron TP 109 ,
usgs,1,Terbufos oxon,,NA,NA,Terbufos oxon,
usgs,1,Terbufos oxon sulfoxide,,NA,NA,Terbufos oxon sulfoxide,
usgs,1,Terbufos sulfone,,NA,NA,Terbufos sulfone,
usgs,1,Terbufos sulfoxide,,NA,NA,Terbufos sulfoxide,
usgs,1,"2,4-D-d3",,NA,NA,"2,4-D-d3",
usgs,1,3-Phenoxybenzoic acid-13C6,,NA,NA,3-Phenoxybenzoic acid-13C6,
usgs,1,4-Hydroxychlorothalonil,,NA,NA,4-Hydroxychlorothalonil,
usgs,1,Acetochlor-d11,,NA,NA,Acetochlor-d11,
usgs,1,Alachlor-d13,,NA,NA,Alachlor-d13,
usgs,1,Carbaryl-d7,,NA,NA,Carbaryl-d7,
usgs,1,Carbendazim-d4,,NA,NA,Carbendazim-d4,
usgs,1,cis-Permethrin-13C6,,NA,NA,cis-Permethrin-13C6,
usgs,1,Deethylatrazine-d6,,NA,NA,Deethylatrazine-d6,
usgs,1,Diflubenzuron-d4,,NA,NA,Diflubenzuron-d4,
usgs,1,Dimethachlor sulfonic acid,,NA,NA,Dimethachlor sulfonic acid,trifluoromethyltrifluoromethyl
usgs,,Diuron-d6,,NA,NA,Diuron-d6,
usgs,1,Hexazinone-d6,,NA,NA,Hexazinone-d6,as CaCO3
usgs,1,Linuron-d6,,NA,NA,Linuron-d6,
usgs,1,Metolachlor-d6,,NA,NA,Metolachlor-d6,
usgs,1,Nicosulfuron-d6,,NA,NA,Nicosulfuron-d6,TSP
usgs,1,Thiobencarb-d10,,NA,NA,Thiobencarb-d10,
usgs,1,Tebuconazole-d6,,NA,NA,Tebuconazole-d6,
usgs,1,"cis-Androsterone-2,2,3,4,4-d5",,NA,NA,"cis-Androsterone-2,2,3,4,4-d5",
usgs,1,Progesterone-13C3,,NA,NA,Progesterone-13C3,creatinine corrected
usgs,1,Acetaminophen-d3,,NA,NA,Acetaminophen-d3,
usgs,1,Albuterol-d9,,NA,NA,Albuterol-d9,
usgs,1,Cotinine-d3,,NA,NA,Cotinine-d3,
usgs,1,Hydrocodone-d3,,NA,NA,Hydrocodone-d3,
usgs,1,Methadone-d9,,NA,NA,Methadone-d9,
usgs,1,Oxycodone-d3,,NA,NA,Oxycodone-d3,mmimposex
usgs,1,Temazepam-d5,,NA,NA,Temazepam-d5,4H
usgs,1,Thiabendazole-d4,,NA,NA,Thiabendazole-d4,
usgs,1,Trimethoprim-d9,,NA,NA,Trimethoprim-d9,PCB 87
usgs,1,"1,1-Dimethylbiguanide",,NA,NA,"1,1-Dimethylbiguanide",
usgs,1,"Benzamide, 5-chloro-N-[2-[4-[[[(cyclohexylamino)carbonyl]amino]sulfonyl]phenyl]ethyl]-2-methoxy-",,NA,NA,"Benzamide, 5-chloro-N-[2-[4-[[[carbonyl]amino]sulfonyl]phenyl]ethyl]-2-methoxy-",
usgs,1,Amphetamine-d6,,NA,NA,Amphetamine-d6,choice list
usgs,1,Codeine-d6,,NA,NA,Codeine-d6,
usgs,1,Diltiazem-d3,,NA,NA,Diltiazem-d3,
usgs,1,Pseudoephedrine-d3,,NA,NA,Pseudoephedrine-d3,MMPcreatinine corrected
usgs,1,Carbon monoxide,,NA,NA,Carbon monoxide,
usgs,1,Desethylatrazine***retired***use 2-Chloro-4-isopropylamino-6-amino-s-triazine,,NA,NA,Desethylatrazine***retired***use 2-Chloro-4-isopropylamino-6-amino-s-triazine,
usgs,,Wind direction from (choice list),,NA,NA,Wind direction from ,
usgs,1,Buprenorphine,,NA,NA,Buprenorphine,
usgs,1,Dehydroaripiprazole,,NA,NA,Dehydroaripiprazole,
usgs,1,7-Hydroxyquetiapine,,NA,NA,7-Hydroxyquetiapine,
usgs,1,Modafinil,,NA,NA,Modafinil,
usgs,1,Modafinil acid,,NA,NA,Modafinil acid,
usgs,1,Oxazepam glucuronide,,NA,NA,Oxazepam glucuronide,minimumin combination with matrx
usgs,1,Pioglitazone,,NA,NA,Pioglitazone,creatinine corrected
usgs,1,Ritalinic acid,,NA,NA,Ritalinic acid,
usgs,1,"2-ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",,NA,NA,"2-ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",
usgs,1,Aripiprazole,,NA,NA,Aripiprazole,
usgs,1,Erythromycin-anhydro,,NA,NA,Erythromycin-anhydro,cyclohexylamino
usgs,1,Escitalopram,,NA,NA,Escitalopram,
usgs,1,Norbuprenorphine,,NA,NA,Norbuprenorphine,TSP
usgs,1,Normorphine,,NA,NA,Normorphine,
usgs,1,Quetiapine,,NA,NA,Quetiapine,creatinine corrected
usgs,1,Methylphenidate,,NA,NA,Methylphenidate,
usgs,1,Trichlorobenzene,,NA,NA,Trichlorobenzene,"2,4,5-triclorofenoxi"
usgs,,"Biomass, species 35-40 mm size class",,NA,NA,"Biomass, species 35-40 mm size class",
usgs,,"Count, species 35-40 mm size class",,NA,NA,"Count, species 35-40 mm size class",
usgs,1,Dimethyl terephthalate,,NA,NA,Dimethyl terephthalate,
usgs,1,"2,4,5-Trichlorophenoxypropanoic acid",,NA,NA,"2,4,5-Trichlorophenoxypropanoic acid",
usgs,,Oil and Grease surface slick/sheen (Y/N) (choice list),,NA,NA,Oil and Grease surface slick/sheen  ,
usgs,1,Haloacetic acids,,NA,NA,Haloacetic acids,
usgs,1,C3-Benzopyrenes/perylenes,,NA,NA,C3-Benzopyrenes/perylenes,
usgs,1,C1-Benzopyrenes/perylenes,,NA,NA,C1-Benzopyrenes/perylenes,C10-C32
usgs,1,C2-Benzopyrenes/perylenes,,NA,NA,C2-Benzopyrenes/perylenes,
usgs,1,C4-Benzopyrenes/perylenes,,NA,NA,C4-Benzopyrenes/perylenes,
usgs,1,C5-Benzo[a]anthracenes/chrysenes,,NA,NA,C5-Benzo[a]anthracenes/chrysenes,
usgs,1,C5-Benzopyrenes/perylenes,,NA,NA,C5-Benzopyrenes/perylenes,%
usgs,1,C5-Fluoranthenes/pyrenes,,NA,NA,C5-Fluoranthenes/pyrenes,
usgs,1,C5-Naphthalenes,,NA,NA,C5-Naphthalenes,
usgs,1,C5-Phenanthrenes/anthracenes,,NA,NA,C5-Phenanthrenes/anthracenes,
usgs,1,Thiacloprid,,NA,NA,Thiacloprid,
usgs,1,Phycocyanins,,NA,NA,Phycocyanins,creatinine corrected
usgs,,Human enterovirus,,NA,NA,Human enterovirus,
usgs,1,"2,4-Diamino-6-nitrotoluene",,NA,NA,"2,4-Diamino-6-nitrotoluene",
usgs,1,1-Butanol,,NA,NA,1-Butanol,choice list
usgs,1,"1-Chloro-1,1-difluoroethane",,NA,NA,"1-Chloro-1,1-difluoroethane",
usgs,1,1-Methoxy-4-(2-propenyl)benzene,,NA,NA,1-Methoxy-4-benzene,
usgs,1,1-Octanol,,NA,NA,1-Octanol,
