,DSSTox_Source_Record_Id,external_id,reported_chemical_name,reported_casrn,DSSTox_Substance_Id,Substance_Name,Substance_CASRN,Substance_Type,Structure_InChIKey,Structure_Formula
2805,DTXRID7016339584,epa_dmr-330,Bromodichloromethane,NA,DTXSID1020198,Bromodichloromethane,75-27-4,Single Compound,FMWLUWPQPKEARP-UHFFFAOYSA-N,CHBrCl2
2806,DTXRID5016339585,epa_dmr-331,"Bromodichloromethane, effluent",NA,DTXSID1020198,Bromodichloromethane,75-27-4,Single Compound,FMWLUWPQPKEARP-UHFFFAOYSA-N,CHBrCl2
2807,DTXRID3016339586,epa_dmr-332,"Bromoethane, dry weight",NA,DTXSID6020199,Bromoethane,74-96-4,Single Compound,RDHPKYGYEGBMSE-UHFFFAOYSA-N,C2H5Br
2808,DTXRID1016339587,epa_dmr-333,Bromoform,NA,DTXSID1021374,Bromoform,75-25-2,Single Compound,DIKBFYAXUHHXCS-UHFFFAOYSA-N,CHBr3
2809,DTXRID9016339588,epa_dmr-334,Bromomethane,NA,DTXSID8020832,Methyl bromide,74-83-9,Single Compound,GZUXJHMPEANEGY-UHFFFAOYSA-N,CH3Br
2810,DTXRID7016339589,epa_dmr-335,Bromoxynil,NA,DTXSID3022162,Bromoxynil,1689-84-5,Single Compound,UPMXNNIRAGDFEH-UHFFFAOYSA-N,C7H3Br2NO
2811,DTXRID2016339590,epa_dmr-336,Bromoxynil octanoate,NA,DTXSID7023932,Bromoxynil octanoate,1689-99-2,Single Compound,DQKWXTIYGWPGOO-UHFFFAOYSA-N,C15H17Br2NO2
2812,DTXRID0016339591,epa_dmr-337,BTEX,NA,NA,NA,NA,NA,NA,NA
2813,DTXRID8016339592,epa_dmr-338,Busan 40,NA,DTXSID6042319,Potassium N-hydroxymethyl-N-methyldithiocarbamate,51026-28-9,Single Compound,QDESFMLRHRZCSV-UHFFFAOYSA-M,C3H6KNOS2
2814,DTXRID6016339593,epa_dmr-339,Busan 85,NA,DTXSID7034834,Potassium dimethyldithiocarbamate,128-03-0,Single Compound,TVPFLPJBESCUKI-UHFFFAOYSA-M,C3H6KNS2
2815,DTXRID4016339594,epa_dmr-340,Butachlor,NA,DTXSID3034402,Butachlor,23184-66-9,Single Compound,HKPHPIREJKHECO-UHFFFAOYSA-N,C17H26ClNO2
2816,DTXRID2016339595,epa_dmr-341,Butanal,NA,DTXSID8021513,Butyraldehyde,123-72-8,Single Compound,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,C4H8O
2817,DTXRID0016339596,epa_dmr-342,Butanoic acid,NA,DTXSID8021515,Butanoic acid,107-92-6,Single Compound,FERIUCNNQQJTOY-UHFFFAOYSA-N,C4H8O2
2818,DTXRID8016339597,epa_dmr-343,Butanol,NA,DTXSID1021740,1-Butanol,71-36-3,Single Compound,LRHPLDYGYMQRHN-UHFFFAOYSA-N,C4H10O
2819,DTXRID6016339598,epa_dmr-344,Butanone,NA,DTXSID3021516,Methyl ethyl ketone,78-93-3,Single Compound,ZWEHNKRNPOVVGH-UHFFFAOYSA-N,C4H8O
2820,DTXRID4016339599,epa_dmr-345,"Buthdiene, total",NA,DTXSID3020203,"1,3-Butadiene",106-99-0,Single Compound,KAKZBPTYRLMSJV-UHFFFAOYSA-N,C4H6
2821,DTXRID5016339600,epa_dmr-346,Butyl acetate,NA,DTXSID3021982,Butyl acetate,123-86-4,Single Compound,DKPFZGUDAPQIHT-UHFFFAOYSA-N,C6H12O2
2822,DTXRID3016339601,epa_dmr-347,Butyl benzyl phthalate,NA,DTXSID3020205,Benzyl butyl phthalate,85-68-7,Single Compound,IRIAEXORFWYRCZ-UHFFFAOYSA-N,C19H20O4
2823,DTXRID1016339602,epa_dmr-348,C11-C22 Aromatics,NA,NA,NA,NA,NA,NA,NA
2824,DTXRID9016339603,epa_dmr-349,C19-C36 Aliphatics,NA,NA,NA,NA,NA,NA,NA
2825,DTXRID7016339604,epa_dmr-350,C5-C8 Aliphatics,NA,NA,NA,NA,NA,NA,NA
2826,DTXRID5016339605,epa_dmr-351,C9-C10 Aromatics,NA,NA,NA,NA,NA,NA,NA
2827,DTXRID3016339606,epa_dmr-352,C9-C12 Aliphatics,NA,NA,NA,NA,NA,NA,NA
2828,DTXRID1016339607,epa_dmr-353,C9-C18 Aliphatics,NA,NA,NA,NA,NA,NA,NA
2829,DTXRID9016339608,epa_dmr-354,"Cadmium, dissolved (as Cd)",NA,DTXSID1023940,Cadmium,7440-43-9,Single Compound,BDOSMKKIYDKNTQ-UHFFFAOYSA-N,Cd
2830,DTXRID7016339609,epa_dmr-355,"Cadmium, dry weight",NA,DTXSID1023940,Cadmium,7440-43-9,Single Compound,BDOSMKKIYDKNTQ-UHFFFAOYSA-N,Cd
2831,DTXRID2016339610,epa_dmr-356,"Cadmium, potentially dissolvd",NA,DTXSID1023940,Cadmium,7440-43-9,Single Compound,BDOSMKKIYDKNTQ-UHFFFAOYSA-N,Cd
2832,DTXRID0016339611,epa_dmr-357,"Cadmium, total (as Cd)",NA,DTXSID1023940,Cadmium,7440-43-9,Single Compound,BDOSMKKIYDKNTQ-UHFFFAOYSA-N,Cd
2833,DTXRID8016339612,epa_dmr-358,"Cadmium, total recoverable",NA,DTXSID1023940,Cadmium,7440-43-9,Single Compound,BDOSMKKIYDKNTQ-UHFFFAOYSA-N,Cd
2834,DTXRID6016339613,epa_dmr-359,Caffeine,NA,DTXSID0020232,Caffeine,58-08-2,Single Compound,RYYVLZVUVIJVGH-UHFFFAOYSA-N,C8H10N4O2
2835,DTXRID4016339614,epa_dmr-360,Calcium Chloride,NA,DTXSID5020235,Calcium chloride,10043-52-4,Single Compound,UXVMQQNJUSDDNG-UHFFFAOYSA-L,CaCl2
2836,DTXRID2016339615,epa_dmr-361,Calcium Dimethyldithiocarbamate,NA,DTXSID5066588,Calcium dimethylcarbamodithioate,20279-69-0,Single Compound,NJRMCWUECNRJLQ-UHFFFAOYSA-L,C6H12CaN2S4
2837,DTXRID0016339616,epa_dmr-362,Calcium sulfate,NA,DTXSID9029699,Calcium sulfate,7778-18-9,Single Compound,OSGAYBCDTDRGGQ-UHFFFAOYSA-L,CaO4S
2838,DTXRID8016339617,epa_dmr-363,Calgon H-130M,NA,DTXSID9032537,Didecyldimethylammonium chloride,7173-51-5,Single Compound,RUPBZQFQVRMKDG-UHFFFAOYSA-M,C22H48ClN
2839,DTXRID6016339618,epa_dmr-364,"Camphor, whole water",NA,DTXSID5030955,Camphor,76-22-2,Mixture of Stereoisomers,DSSYKIVIOFKYAU-UHFFFAOYNA-N,C10H16O
2840,DTXRID4016339619,epa_dmr-365,Captan,NA,DTXSID9020243,Captan,133-06-2,Single Compound,LDVVMCZRFWMZSG-UHFFFAOYNA-N,C9H8Cl3NO2S
2841,DTXRID9016339620,epa_dmr-366,Carbamates,NA,NA,NA,NA,NA,NA,NA
2842,DTXRID7016339621,epa_dmr-367,"Carbaryl, total",NA,DTXSID9020247,Carbaryl,63-25-2,Single Compound,CVXBEEMKQHEXEN-UHFFFAOYSA-N,C12H11NO2
2843,DTXRID5016339622,epa_dmr-368,Carbazole,NA,DTXSID4020248,Carbazole,86-74-8,Single Compound,UJOBWOGCFQCDNV-UHFFFAOYSA-N,C12H9N
2844,DTXRID3016339623,epa_dmr-369,Carbofuran,NA,DTXSID9020249,Carbofuran,1563-66-2,Single Compound,DUEPRVBVGDRKAG-UHFFFAOYSA-N,C12H15NO3
2845,DTXRID1016339624,epa_dmr-370,Carbon disulfide,NA,DTXSID6023947,Carbon disulfide,75-15-0,Single Compound,QGJOPFRUJISHPQ-UHFFFAOYSA-N,CS2
2846,DTXRID9016339625,epa_dmr-371,"Carbon disulfide, dry weight",NA,DTXSID6023947,Carbon disulfide,75-15-0,Single Compound,QGJOPFRUJISHPQ-UHFFFAOYSA-N,CS2
2847,DTXRID7016339626,epa_dmr-372,Carbon tetrachloride,NA,DTXSID8020250,Carbon tetrachloride,56-23-5,Single Compound,VZGDMQKNWNREIO-UHFFFAOYSA-N,CCl4
2848,DTXRID5016339627,epa_dmr-373,"Carbon tetrachloride, dry weight",NA,DTXSID8020250,Carbon tetrachloride,56-23-5,Single Compound,VZGDMQKNWNREIO-UHFFFAOYSA-N,CCl4
2849,DTXRID3016339628,epa_dmr-374,"Carbon, dissolved organic (as C)",NA,DTXSID9027651,Carbon,7440-44-0,Single Compound,OKTJSMMVPCPJKN-UHFFFAOYSA-N,C
2850,DTXRID1016339629,epa_dmr-375,"Carbon, tot organic (TOC)",NA,DTXSID9027651,Carbon,7440-44-0,Single Compound,OKTJSMMVPCPJKN-UHFFFAOYSA-N,C
2851,DTXRID6016339630,epa_dmr-376,"Carbon, tot organic (TOC) per 1000 gals.",NA,DTXSID9027651,Carbon,7440-44-0,Single Compound,OKTJSMMVPCPJKN-UHFFFAOYSA-N,C
2852,DTXRID4016339631,epa_dmr-377,"Carbon, total (as C)",NA,DTXSID9027651,Carbon,7440-44-0,Single Compound,OKTJSMMVPCPJKN-UHFFFAOYSA-N,C
2853,DTXRID2016339632,epa_dmr-378,Carbonate ion (as CaCO3),NA,DTXSID70872973,Carbonate,3812-32-6,Single Compound,BVKZGUZCCUSVTD-UHFFFAOYSA-L,CO3
2854,DTXRID0016339633,epa_dmr-379,Carbonate ion- (as CO3),NA,DTXSID70872973,Carbonate,3812-32-6,Single Compound,BVKZGUZCCUSVTD-UHFFFAOYSA-L,CO3
2855,DTXRID8016339634,epa_dmr-380,Carbophenothion,NA,DTXSID7022120,Carbophenothion,786-19-6,Single Compound,VEDTXTNSFWUXGQ-UHFFFAOYSA-N,C11H16ClO2PS3
2856,DTXRID6016339635,epa_dmr-381,Carfentrazone,NA,DTXSID10869766,Carfentrazone,128621-72-7,Mixture of Stereoisomers,YHKBGVDUSSWOAB-UHFFFAOYNA-N,C13H10Cl2F3N3O3
2857,DTXRID4016339636,epa_dmr-382,CBOD5/NH3-N,NA,NA,NA,NA,NA,NA,NA
2858,DTXRID2016339637,epa_dmr-383,Cesium 137,NA,DTXSID8040985,Caesium-137,10045-97-3,Single Compound,TVFDJXOCXUVLDH-RNFDNDRNSA-N,[137Cs]
2859,DTXRID0016339638,epa_dmr-384,"Cesium, total (as Cs)",NA,DTXSID5036767,Cesium,7440-46-2,Single Compound,TVFDJXOCXUVLDH-UHFFFAOYSA-N,Cs
2860,DTXRID8016339639,epa_dmr-385,"Cesium-137 (CS-137), Total",NA,DTXSID8040985,Caesium-137,10045-97-3,Single Compound,TVFDJXOCXUVLDH-RNFDNDRNSA-N,[137Cs]
2861,DTXRID3016339640,epa_dmr-386,Chiral (Stereoisomer of MP062),NA,DTXSID3040801,(+/-)-Indoxacarb,144171-61-9,Mixture of Stereoisomers,VBCVPMMZEGZULK-UHFFFAOYNA-N,C22H17ClF3N3O7
2862,DTXRID1016339641,epa_dmr-387,Chloral hydrate,NA,DTXSID7020261,Chloral hydrate,302-17-0,Single Compound,RNFNDJAIBTYOQL-UHFFFAOYSA-N,C2H3Cl3O2
2863,DTXRID9016339642,epa_dmr-388,"Chloramine, total",NA,DTXSID8023842,Chloramine,10599-90-3,Single Compound,QDHHCQZDFGDHMP-UHFFFAOYSA-N,ClH2N
2864,DTXRID7016339643,epa_dmr-389,Chloramine-T,NA,DTXSID6040321,Chloramine-T,127-65-1,Single Compound,VDQQXEISLMTGAB-UHFFFAOYSA-N,C7H7ClNNaO2S
2865,DTXRID5016339644,epa_dmr-390,Chlordane,NA,DTXSID7020267,Chlordane,57-74-9,Mixture of Stereoisomers,BIWJNBZANLAXMG-UHFFFAOYNA-N,C10H6Cl8
2866,DTXRID3016339645,epa_dmr-391,"Chlordane - Nonachlor, Cis",NA,DTXSID40872581,cis-Nonachlordane,5103-73-1,Single Compound,OCHOKXCPKDPNQU-KCCZGPNFNA-N,C10H5Cl9
2867,DTXRID1016339646,epa_dmr-392,"Chlordane - Nonachlor, Trans",NA,DTXSID5052709,trans-Nonachlor,39765-80-5,Single Compound,OCHOKXCPKDPNQU-DFACZZRHNA-N,C10H5Cl9
2868,DTXRID9016339647,epa_dmr-393,Chlordane (tech mix. and metabolites),NA,DTXSID7020267,Chlordane,57-74-9,Mixture of Stereoisomers,BIWJNBZANLAXMG-UHFFFAOYNA-N,C10H6Cl8
2869,DTXRID7016339648,epa_dmr-394,"Chlordane, .alpha.-, whole water",NA,DTXSID6038326,cis-Chlordane,5103-71-9,Mixture of Stereoisomers,BIWJNBZANLAXMG-VNWFLXDMNA-N,C10H6Cl8
2870,DTXRID5016339649,epa_dmr-395,"Chlordane, CA Ocean Plan definition",NA,DTXSID7020267,Chlordane,57-74-9,Mixture of Stereoisomers,BIWJNBZANLAXMG-UHFFFAOYNA-N,C10H6Cl8
2871,DTXRID0016339650,epa_dmr-396,"Chlordene, Alpha",NA,DTXSID50912346,Alpha-Chlordene,56534-02-2,Single Compound,GSNLXLNDMLYEEK-HSIKWZMFNA-N,C10H6Cl6
2872,DTXRID8016339651,epa_dmr-397,"Chlordene, Gamma",NA,DTXSID10912347,gamma-Chlordene,56641-38-4,Single Compound,SVGYVZYRIHEIML-RINJIEKQNA-N,C10H6Cl6
2873,DTXRID6016339652,epa_dmr-398,Chlorendic acid,NA,DTXSID2020268,Chlorendic acid,115-28-6,Mixture of Stereoisomers,DJKGDNKYTKCJKD-UHFFFAOYNA-N,C9H4Cl6O4
2874,DTXRID4016339653,epa_dmr-399,Chlorethoxyfos,NA,DTXSID2032344,Chlorethoxyfos,54593-83-8,Single Compound,XFDJMIHUAHSGKG-UHFFFAOYNA-N,C6H11Cl4O3PS
2875,DTXRID2016339654,epa_dmr-400,Chlorfenvinphos,NA,DTXSID7034250,Chlorfenvinphos,470-90-6,Mixture of Stereoisomers,FSAVDKDHPDSCTO-UHFFFAOYSA-N,C12H14Cl3O4P
2876,DTXRID0016339655,epa_dmr-401,Chlorhexidine diacetate,NA,DTXSID7032345,Chlorhexidine diacetate,56-95-1,Single Compound,WDRFFJWBUDTUCA-UHFFFAOYSA-N,C26H38Cl2N10O4
2877,DTXRID8016339656,epa_dmr-402,Chloride,NA,DTXSID6043969,Chloride,16887-00-6,Single Compound,VEXZGXHMUGYJMC-UHFFFAOYSA-M,Cl
2878,DTXRID6016339657,epa_dmr-403,Chloride (1% solution),NA,DTXSID6043969,Chloride,16887-00-6,Single Compound,VEXZGXHMUGYJMC-UHFFFAOYSA-M,Cl
2879,DTXRID4016339658,epa_dmr-404,Chloride (3% solution),NA,DTXSID6043969,Chloride,16887-00-6,Single Compound,VEXZGXHMUGYJMC-UHFFFAOYSA-M,Cl
2880,DTXRID2016339659,epa_dmr-405,Chloride (as Cl),NA,DTXSID6043969,Chloride,16887-00-6,Single Compound,VEXZGXHMUGYJMC-UHFFFAOYSA-M,Cl
2881,DTXRID7016339660,epa_dmr-406,"Chloride, dissolved (as Cl)",NA,DTXSID6043969,Chloride,16887-00-6,Single Compound,VEXZGXHMUGYJMC-UHFFFAOYSA-M,Cl
2882,DTXRID5016339661,epa_dmr-407,"Chloride, dissolved in water",NA,DTXSID6043969,Chloride,16887-00-6,Single Compound,VEXZGXHMUGYJMC-UHFFFAOYSA-M,Cl
2883,DTXRID3016339662,epa_dmr-408,"Chloride, organic, total",NA,DTXSID6043969,Chloride,16887-00-6,Single Compound,VEXZGXHMUGYJMC-UHFFFAOYSA-M,Cl
2884,DTXRID1016339663,epa_dmr-409,"Chloride, total recoverable",NA,DTXSID6043969,Chloride,16887-00-6,Single Compound,VEXZGXHMUGYJMC-UHFFFAOYSA-M,Cl
2885,DTXRID9016339664,epa_dmr-410,Chlorides & sulfates,NA,NA,NA,NA,NA,NA,NA
2886,DTXRID7016339665,epa_dmr-411,"Chlorinated dibenzo-furans, effluent",NA,DTXSID30891524,Chlorodibenzofurans (CDFs),136677-10-6,Chemical Category,NA,NA
2887,DTXRID5016339666,epa_dmr-412,"Chlorinated dibenzo-p-dioxins, effluent",NA,DTXSID50891561,Chlorinated dibenzo-p-dioxins,136677-09-3,Mixture/Formulation,NA,NA
2888,DTXRID3016339667,epa_dmr-413,"Chlorinated hydrocarbons, general",NA,NA,NA,NA,NA,NA,NA
2889,DTXRID1016339668,epa_dmr-414,"Chlorinated hydrocarbons, total",NA,NA,NA,NA,NA,NA,NA
2890,DTXRID9016339669,epa_dmr-415,"Chlorinated pesticides, total",NA,NA,NA,NA,NA,NA,NA
2891,DTXRID4016339670,epa_dmr-416,Chlorinated phenols,NA,DTXSID70912348,Chlorinated phenols,1336-35-2,Mixture/Formulation,NA,NA
2892,DTXRID2016339671,epa_dmr-417,"Chlorine demand, 1 hr",NA,NA,NA,NA,NA,NA,NA
2893,DTXRID0016339672,epa_dmr-418,Chlorine dioxide,NA,DTXSID5023958,Chlorine dioxide,10049-04-4,Single Compound,OSVXSBDYLRYLIG-UHFFFAOYSA-N,ClO2
2894,DTXRID8016339673,epa_dmr-419,Chlorine produced oxidants,NA,NA,NA,NA,NA,NA,NA
2895,DTXRID6016339674,epa_dmr-420,"Chlorine, combined available",NA,DTXSID1020273,Chlorine,7782-50-5,Single Compound,KZBUYRJDOAKODT-UHFFFAOYSA-N,Cl2
2896,DTXRID4016339675,epa_dmr-421,"Chlorine, free available",NA,DTXSID1020273,Chlorine,7782-50-5,Single Compound,KZBUYRJDOAKODT-UHFFFAOYSA-N,Cl2
2897,DTXRID2016339676,epa_dmr-422,"Chlorine, free residual, total effluent",NA,DTXSID1020273,Chlorine,7782-50-5,Single Compound,KZBUYRJDOAKODT-UHFFFAOYSA-N,Cl2
2898,DTXRID0016339677,epa_dmr-423,"Chlorine, total residual",NA,DTXSID1020273,Chlorine,7782-50-5,Single Compound,KZBUYRJDOAKODT-UHFFFAOYSA-N,Cl2
2899,DTXRID8016339678,epa_dmr-424,"Chlorine, total residual, duration of violation",NA,NA,NA,NA,NA,NA,NA
2900,DTXRID6016339679,epa_dmr-425,Chlorite,NA,DTXSID7021522,Chlorite,14998-27-7,Single Compound,QBWCMBCROVPCKQ-UHFFFAOYSA-M,ClO2
2901,DTXRID1016339680,epa_dmr-426,Chlorobenzene,NA,DTXSID4020298,Chlorobenzene,108-90-7,Single Compound,MVPPADPHJFYWMZ-UHFFFAOYSA-N,C6H5Cl
2902,DTXRID9016339681,epa_dmr-427,Chlorodibromomethane,NA,DTXSID1020300,Chlorodibromomethane,124-48-1,Single Compound,GATVIKZLVQHOMN-UHFFFAOYSA-N,CHBr2Cl
2903,DTXRID7016339682,epa_dmr-428,Chlorodifluoromethane,NA,DTXSID6020301,Chlorodifluoromethane,75-45-6,Single Compound,VOPWNXZWBYDODV-UHFFFAOYSA-N,CHClF2
2904,DTXRID5016339683,epa_dmr-429,Chloroethane,NA,DTXSID1020302,Chloroethane,75-00-3,Single Compound,HRYZWHHZPQKTII-UHFFFAOYSA-N,C2H5Cl
2905,DTXRID3016339684,epa_dmr-430,"Chloroethane, total weight",NA,DTXSID1020302,Chloroethane,75-00-3,Single Compound,HRYZWHHZPQKTII-UHFFFAOYSA-N,C2H5Cl
2906,DTXRID1016339685,epa_dmr-431,Chloroform,NA,DTXSID1020306,Chloroform,67-66-3,Single Compound,HEDRZPFGACZZDS-UHFFFAOYSA-N,CHCl3
2907,DTXRID9016339686,epa_dmr-432,"Chloroform extractables, total",NA,NA,NA,NA,NA,NA,NA
2908,DTXRID7016339687,epa_dmr-433,"Chloroform, dissolved",NA,DTXSID1020306,Chloroform,67-66-3,Single Compound,HEDRZPFGACZZDS-UHFFFAOYSA-N,CHCl3
2909,DTXRID5016339688,epa_dmr-434,Chloromethane,NA,DTXSID0021541,Chloromethane,74-87-3,Single Compound,NEHMKBQYUWJMIP-UHFFFAOYSA-N,CH3Cl
2910,DTXRID3016339689,epa_dmr-435,Chloroneb,NA,DTXSID2024793,Chloroneb,2675-77-6,Single Compound,PFIADAMVCJPXSF-UHFFFAOYSA-N,C8H8Cl2O2
2911,DTXRID8016339690,epa_dmr-436,"Chloroneb, total",NA,DTXSID2024793,Chloroneb,2675-77-6,Single Compound,PFIADAMVCJPXSF-UHFFFAOYSA-N,C8H8Cl2O2
2912,DTXRID6016339691,epa_dmr-437,Chlorophyll A,NA,DTXSID90889346,"Magnesium, [(2E,7R,11R)-3,7,11,15-tetramethyl-2-hexadecenyl (3S,4S,21R)-9-ethenyl-14-ethyl-21-(methoxycarbonyl)-4,8,13,18-tetramethyl-20-oxo-3-phorbinepropanoato(2-)-.kappa.N23,.kappa.N24,.kappa.N25,.kappa.N26]-, (SP-4-2)-",479-61-8,Single Compound,ATNHDLDRLWWWCB-AENOIHSZSA-M,C55H72MgN4O5
2913,DTXRID4016339692,epa_dmr-438,"Chlorophyll A, corrected",NA,DTXSID90889346,"Magnesium, [(2E,7R,11R)-3,7,11,15-tetramethyl-2-hexadecenyl (3S,4S,21R)-9-ethenyl-14-ethyl-21-(methoxycarbonyl)-4,8,13,18-tetramethyl-20-oxo-3-phorbinepropanoato(2-)-.kappa.N23,.kappa.N24,.kappa.N25,.kappa.N26]-, (SP-4-2)-",479-61-8,Single Compound,ATNHDLDRLWWWCB-AENOIHSZSA-M,C55H72MgN4O5
2914,DTXRID2016339693,epa_dmr-439,Chloropicrin,NA,DTXSID0020315,Chloropicrin,76-06-2,Single Compound,LFHISGNCFUNFFM-UHFFFAOYSA-N,CCl3NO2
2915,DTXRID0016339694,epa_dmr-440,Chloroprene,NA,DTXSID5020316,Chloroprene,126-99-8,Single Compound,YACLQRRMGMJLJV-UHFFFAOYSA-N,C4H5Cl
2916,DTXRID8016339695,epa_dmr-441,Chlorothalonil,NA,DTXSID0020319,Chlorothalonil,1897-45-6,Single Compound,CRQQGFGUEAVUIL-UHFFFAOYSA-N,C8Cl4N2
2917,DTXRID6016339696,epa_dmr-442,Chlorotoluene,NA,DTXSID0027852,Chlorotoluene,25168-05-2,Mixture/Formulation,NA,NA
2918,DTXRID4016339697,epa_dmr-443,Chlorpropham,NA,DTXSID7020764,Chlorpropham,101-21-3,Single Compound,CWJSHJJYOPWUGX-UHFFFAOYSA-N,C10H12ClNO2
2919,DTXRID2016339698,epa_dmr-444,Chlorpyrifos,NA,DTXSID4020458,Chlorpyrifos,2921-88-2,Single Compound,SBPBAQFWLVIOKP-UHFFFAOYSA-N,C9H11Cl3NO3PS
2920,DTXRID0016339699,epa_dmr-445,Chlorpyrifos methyl,NA,DTXSID6032352,Chlorpyrifos-methyl,5598-13-0,Single Compound,HRBKVYFZANMGRE-UHFFFAOYSA-N,C7H7Cl3NO3PS
2921,DTXRID1016339700,epa_dmr-446,Chromium hexavalent (as Cr),NA,DTXSID7023982,Chromium (VI) ion,18540-29-9,Single Compound,JOPOVCBBYLSVDA-UHFFFAOYSA-N,Cr
2922,DTXRID9016339701,epa_dmr-447,Chromium III,NA,DTXSID2023981,Chromium (III),16065-83-1,Single Compound,BFGKITSFLPAWGI-UHFFFAOYSA-N,Cr
2923,DTXRID7016339702,epa_dmr-448,"Chromium, dissolved (as Cr)",NA,DTXSID3031022,Chromium,7440-47-3,Single Compound,VYZAMTAEIAYCRO-UHFFFAOYSA-N,Cr
2924,DTXRID5016339703,epa_dmr-449,"Chromium, dry weight",NA,DTXSID3031022,Chromium,7440-47-3,Single Compound,VYZAMTAEIAYCRO-UHFFFAOYSA-N,Cr
2925,DTXRID3016339704,epa_dmr-450,"Chromium, hexavalent (as Cr)",NA,DTXSID7023982,Chromium (VI) ion,18540-29-9,Single Compound,JOPOVCBBYLSVDA-UHFFFAOYSA-N,Cr
2926,DTXRID1016339705,epa_dmr-451,"Chromium, hexavalent dissolved (as Cr)",NA,DTXSID7023982,Chromium (VI) ion,18540-29-9,Single Compound,JOPOVCBBYLSVDA-UHFFFAOYSA-N,Cr
2927,DTXRID9016339706,epa_dmr-452,"Chromium, hexavalent potentially disolvd",NA,DTXSID7023982,Chromium (VI) ion,18540-29-9,Single Compound,JOPOVCBBYLSVDA-UHFFFAOYSA-N,Cr
2928,DTXRID7016339707,epa_dmr-453,"Chromium, hexavalent tot recoverable",NA,DTXSID7023982,Chromium (VI) ion,18540-29-9,Single Compound,JOPOVCBBYLSVDA-UHFFFAOYSA-N,Cr
2929,DTXRID5016339708,epa_dmr-454,"Chromium, suspended (as Cr)",NA,DTXSID3031022,Chromium,7440-47-3,Single Compound,VYZAMTAEIAYCRO-UHFFFAOYSA-N,Cr
2930,DTXRID3016339709,epa_dmr-455,"Chromium, total (as Cr)",NA,DTXSID3031022,Chromium,7440-47-3,Single Compound,VYZAMTAEIAYCRO-UHFFFAOYSA-N,Cr
2931,DTXRID8016339710,epa_dmr-456,"Chromium, total dry weight (as Cr)",NA,DTXSID3031022,Chromium,7440-47-3,Single Compound,VYZAMTAEIAYCRO-UHFFFAOYSA-N,Cr
2932,DTXRID6016339711,epa_dmr-457,"Chromium, total recoverable",NA,DTXSID3031022,Chromium,7440-47-3,Single Compound,VYZAMTAEIAYCRO-UHFFFAOYSA-N,Cr
2933,DTXRID4016339712,epa_dmr-458,"Chromium, trivalent (as Cr)",NA,DTXSID2023981,Chromium (III),16065-83-1,Single Compound,BFGKITSFLPAWGI-UHFFFAOYSA-N,Cr
2934,DTXRID2016339713,epa_dmr-459,"Chromium, trivalent dissolved, as Cr",NA,DTXSID2023981,Chromium (III),16065-83-1,Single Compound,BFGKITSFLPAWGI-UHFFFAOYSA-N,Cr
2935,DTXRID0016339714,epa_dmr-460,"Chromium, trivalent total recoverable",NA,DTXSID2023981,Chromium (III),16065-83-1,Single Compound,BFGKITSFLPAWGI-UHFFFAOYSA-N,Cr
2936,DTXRID8016339715,epa_dmr-461,"Chromium, trivalent, potentially dissolvd",NA,DTXSID2023981,Chromium (III),16065-83-1,Single Compound,BFGKITSFLPAWGI-UHFFFAOYSA-N,Cr
2937,DTXRID6016339716,epa_dmr-462,Chrysene,NA,DTXSID0022432,Chrysene,218-01-9,Single Compound,WDECIBYCCFPHNR-UHFFFAOYSA-N,C18H12
2938,DTXRID4016339717,epa_dmr-463,Ciodrin,NA,DTXSID6037514,Crotoxyphos,7700-17-6,Mixture of Stereoisomers,XXXSILNSXNPGKG-ZHACJKMWNA-N,C14H19O6P
2939,DTXRID2016339718,epa_dmr-464,Ciprofloxacin,NA,DTXSID8022824,Ciprofloxacin,85721-33-1,Single Compound,MYSWGUAQZAJSOK-UHFFFAOYSA-N,C17H18FN3O3
2940,DTXRID0016339719,epa_dmr-465,"cis-1,2-Dichloroethene, whole water",NA,DTXSID2024030,"(Z)-1,2-Dichloroethylene",156-59-2,Single Compound,KFUSEUYYWQURPO-UPHRSURJSA-N,C2H2Cl2
2941,DTXRID5016339720,epa_dmr-466,"cis-1,2-Dichloroethylene",NA,DTXSID2024030,"(Z)-1,2-Dichloroethylene",156-59-2,Single Compound,KFUSEUYYWQURPO-UPHRSURJSA-N,C2H2Cl2
2942,DTXRID3016339721,epa_dmr-467,"cis-1,2-Dichloroethylene, total",NA,DTXSID2024030,"(Z)-1,2-Dichloroethylene",156-59-2,Single Compound,KFUSEUYYWQURPO-UPHRSURJSA-N,C2H2Cl2
2943,DTXRID1016339722,epa_dmr-468,"cis-1,3-Dichloropropene",NA,DTXSID1032305,(Z)-Dichloropropene,10061-01-5,Single Compound,UOORRWUZONOOLO-UPHRSURJSA-N,C3H4Cl2
2944,DTXRID9016339723,epa_dmr-469,Citric acid,NA,DTXSID3020332,Citric acid,77-92-9,Single Compound,KRKNYBCHXYNGOX-UHFFFAOYSA-N,C6H8O7
2945,DTXRID7016339724,epa_dmr-470,Clostridium perfringens,NA,NA,NA,NA,NA,NA,NA
2946,DTXRID5016339725,epa_dmr-471,"CN, free (amenable to chlorine)",NA,DTXSID6023991,Cyanide,57-12-5,Single Compound,XFXPMWWXUTWYJX-UHFFFAOYSA-N,CN
